Rec no.,TA ID,Year of Publication,Process,Technology,Technology type,Indication,Categorisation (for specific recommendation),Comment
735,TA457,2017/18,STA,Carfilzomib in combination with dexamethasone,Pharmaceutical,Previously treated multiple myeloma,Optimised,"Optmised recommendation for carfilzomib in combination with dexamethasone as an option for treating multiple myeloma in adults, only if: 

•they have had only 1 previous therapy, which did not include bortezomib and
•the company provides carfilzomib with the discount agreed in the patient access scheme
"
736,TA458,2017/18,STA,Trastuzumab emtansine,Pharmaceutical,HER2-positive advanced breast cancer after trastuzumab and a taxane,Recommended,Recommended in line with marketing authorisation and following agreement of a commercial access agreement.
741,TA462,2017/18,STA,Nivolumab ,Pharmaceutical,Relapsed or refractory classical Hodgkin lymphoma,Recommended,Recommended in line with marketing authorisation and following agreement of a patient access scheme.
742,TA463,2017/18,STA,Cabozantinib,Pharmaceutical,Previously treated advanced renal cell carcinoma,Recommended,Recommended in line with marketing authorisation and following agreement of a patient access scheme.
745,TA465,2017/18,STA,Olaratumab in combination with doxorubicin ,Pharmaceutical,Advanced soft tissue sarcoma,Recommended (CDF),"Recommended for use within the Cancer Drugs Fund as an option for advanced soft tissue sarcoma in adults, only if:

•they have not had any previous systemic chemotherapy for advanced soft tissue sarcoma

•they cannot have curative treatment with surgery or their disease does not respond to radiotherapy

•the conditions in the managed access agreement for olaratumab are followed

"
752,TA469,2017/18,STA,Idelalisib with ofatumumab,Pharmaceutical,Chronic lymphocytic leukaemia ,Terminated Appraisal - non submission,The single technology appraisal process is based on the manufacturer’s submission. In the absence of a submission from the manufacturer the appraisal was terminated and a recommendation could not be made.
753,TA470,2017/18,STA,Ofatumumab with chemotherapy ,Pharmaceutical,Chronic lymphocytic leukaemia ,Terminated Appraisal - non submission,The single technology appraisal process is based on the manufacturer’s submission. In the absence of a submission from the manufacturer the appraisal was terminated and a recommendation could not be made.
755,TA472,2017/18,STA,Obinutuzumab with bendamustine,Pharmaceutical,Follicular lymphoma refractory to rituximab,Recommended (CDF),"Recommended for use within the Cancer Drugs Fund as an option for treating adults with follicular lymphoma that did not respond or progressed during or up to 6 months after treatment with rituximab or a rituximab-containing regimen, only if the conditions in the managed access agreement for obinutuzumab are followed."
756,TA473,2017/18,STA,Cetuximab in combination with platinum-based chemotherapy ,Pharmaceutical,Recurrent or metastatic squamous cell cancer of the head and neck,Optimised,"Optimised recommendation for cetuximab in combination with platinum-based chemotherapy as an option for treating recurrent or metastatic squamous cell cancer of the head and neck in adults only:
•if the cancer started in the oral cavity and
•when the company provides the drug in line with the commercial access agreement with NHS England.

"
757,TA474,2017/18,STA,Sorafenib,Pharmaceutical,Advanced hepatocellular carcinoma,Optimised,"Optmised recommendation for sorafenib only for people with Child-Pugh grade A liver impairment, only if the company provides sorafenib within the agreed commercial access arrangement."
759,TA476,2017/18,STA,Paclitaxel as albumin-bound nanoparticles (nab‑paclitaxel) with gemcitabine ,Pharmaceutical,Untreated metastatic pancreatic cancer,Optimised,"Optimised recommendation for nab‑paclitaxel with gemcitabine only if:

•other combination chemotherapies are unsuitable and they would otherwise have gemcitabine monotherapy and

•the company provides nab‑paclitaxel with the discount agreed in the patient access scheme.

"
761,TA478,2017/18,STA,Brentuximab vedotin ,Pharmaceutical,Relapsed or refractory systemic anaplastic large cell lymphoma,Optimised,"Optimised recommendation for brentuximab vedotin as an option for treating relapsed or refractory systemic anaplastic large cell lymphoma in adults, only if:
•they have an Eastern Cooperative Oncology Group (ECOG) performance status of 0 or 1 and
•the company provides brentuximab vedotin according to the commercial access agreement with NHS England."
784,TA483,2017/18,STA,Nivolumab ,Pharmaceutical,Previously treated squamous non-small-cell lung cancer,Recommended (CDF),"Recommended for use within the Cancer Drugs Fund as an option for treating locally advanced or metastatic squamous non-small-cell lung cancer in adults after chemotherapy, only if:
•nivolumab is stopped at 2 years of uninterrupted treatment, or earlier in the event of disease progression, and
•the conditions in the managed access agreement are followed.
"
785,TA484,2017/18,STA,Nivolumab ,Pharmaceutical,Previously treated non-squamous non-small-cell lung cancer,Recommended (CDF),"Recommended for use within the Cancer Drugs Fund as an option for treating locally advanced or metastatic non-squamous non-small-cell lung cancer in adults after chemotherapy, only if:
•their tumours are PD‑L1 positive and
•nivolumab is stopped at 2 years of uninterrupted treatment, or earlier in the event of disease progression, and
•the conditions in the managed access agreement are followed."
791,TA487,2017/18,STA,Venetoclax ,Pharmaceutical,Chronic lymphocytic leukaemia,Recommended (CDF),"Recommended for use within the Cancer Drugs Fund as an option for treating chronic lymphocytic leukaemia, that is, in adults:
•with a 17p deletion or TP53 mutation and when a B‑cell receptor pathway inhibitor is unsuitable, or whose disease has progressed after a B‑cell receptor pathway inhibitor or
•without a 17p deletion or TP53 mutation, and whose disease has progressed after both chemo‑immunotherapy and a B‑cell receptor pathway inhibitor and
•only if the conditions in the managed access agreement are followed
"
792,TA488,2017/18,STA,Regorafenib ,Pharmaceutical,Previously treated unresectable or metastatic gastrointestinal stromal tumours,Optimised,"Optimised recommendation for regorafenib as an option for treating unresectable or metastatic gastrointestinal stromal tumours in adults whose disease has progressed on, or who are intolerant to, prior treatment with imatinib and sunitinib, only if:
•their Eastern Cooperative Oncology Group (ECOG) performance status is 0 to 1 and
•the company provides regorafenib with the discount agreed in the patient access scheme."
793,TA489,2017/18,STA,Vismodegib,Pharmaceutical,Basal cell carcinoma,Not recommended,"At the time of appraisal, the technology was not considered to be an appropriate use of NHS resources based on the data available."
794,TA490,2017/18,STA,Nivolumab,Pharmaceutical,Squamous cell carcinoma of the head and neck after platinum-based chemotherapy ,Recommended (CDF),"Recommended for use within the Cancer Drugs Fund as an option for treating squamous cell carcinoma of the head and neck in adults whose disease has progressed on platinum-based chemotherapy, only if:
•the disease has progressed within 6 months of having chemotherapy
•nivolumab is stopped at 2 years of uninterrupted treatment, or earlier in the event of disease progression and
•the conditions in the managed access agreement are followed."
795,TA491,2017/18,STA,Ibrutinib ,Pharmaceutical,Waldenstrom’s macroglobulinaemia,Recommended (CDF),"Recommended for use within the Cancer Drugs Fund as an option for treating Waldenstrom's macroglobulinaemia in adults who have had at least 1 prior therapy, only if the conditions in the managed access agreement for ibrutinib are followed."
796,TA492,2017/18,STA,Atezolizumab,Pharmaceutical,Untreated locally advanced or metastatic urothelial cancer when cisplatin is unsuitable,Recommended (CDF),"Recommended for use within the Cancer Drugs Fund as an option for untreated locally advanced or metastatic urothelial carcinoma in adults, for whom cisplatin-based chemotherapy is unsuitable, only if the conditions of the managed access agreement for atezolizumab are followed."
799,TA495,2017/18,STA,"Palbocicli, with an aromatase inhibitor",Pharmaceutical,"Untreated, hormone receptor-positive, HER2-negative, locally advanced or metastatic breast cancer",Recommended,Recommended in line with marketing authorisation and following agreement of a patient access scheme.
800,TA496,2017/18,STA,Ribociclib with an aromatase inhibitor,Pharmaceutical,"Untreated, hormone receptor-positive, HER2-negative, locally advanced or metastatic breast cancer",Recommended,Recommended in line with marketing authorisation and following agreement of a patient access scheme.
802,TA498,2017/18,STA,Lenvatinib plus everolimus ,Pharmaceutical,Previously treated advanced renal cell carcinoma,Recommended,Recommended in line with clinical practice and following agreement of a patient access scheme.
804,TA500,2017/18,STA,Ceritinib,Pharmaceutical,Untreated ALK-positive non-small-cell lung cancer,Recommended,Recommended in line with marketing authorisation and following agreement of a patient access scheme.
805,TA501,2017/18,MTA,Intrabeam radiotherapy system ,Pharmaceutical,Adjuvant treatment of early breast cancer,Only in Research,"At the time of appraisal, the technology was not considered to be an appropriate use of NHS resources based on the data available. Use of the Intrabeam radiotherapy system is recommended only using machines that are already available and in conjunction with NHS England specified clinical governance, data collection and submission arrangements."
806,TA502,2017/18,STA,Ibrutinib,Pharmaceutical,Relapsed or refractory mantle cell lymphoma,Optimised,"Optimised recommendation for ibrutinib as an option for treating relapsed or refractory mantle cell lymphoma in adults, only if:
•they have had only 1 previous line of therapy and
•the company provides ibrutinib with the discount agreed in the commercial access agreement with NHS England.
"
807,TA503,2017/18,STA,Fulvestrant ,Pharmaceutical,Untreated locally advanced or metastatic oestrogen-receptor positive breast cancer,Not Recommended,"At the time of appraisal, the technology was not considered to be an appropriate use of NHS resources for routine commissioning based on the data available."
809,TA505,2017/18,STA,Ixazomib with lenalidomide and dexamethasone,Pharmaceutical,Relapsed or refractory multiple myeloma,Optimised (CDF),"Optimised recommendation for ixazomib, with lenalidomide and dexamethasone,  for use within the Cancer Drugs Fund as an option for treating multiple myeloma in adults only if:
•they have already had 2 or 3 lines of therapy and
•the conditions in the managed access agreement for ixazomib are followed."
813,TA509,2017/18,STA,Pertuzumab in combination with trastuzumab and docetaxel,Pharmaceutical,HER2-positive breast cancer,Recommended,Recommended in line with marketing authorisation and following agreement of a patient access scheme.
814,TA510,2017/18,STA, Daratumumab monotherapy ,Pharmaceutical,Relapsed and refractory multiple myeloma,Optimised (CDF),"Optimised recommendation for  daratumumab monotherapy for use within the Cancer Drugs Fund as an option for treating relapsed and refractory multiple myeloma in adults whose previous therapy included a proteasome inhibitor and an immunomodulator, and whose disease progressed on the last therapy, only if:
•they have daratumumab after 3 previous therapies and
•the conditions in the managed access agreement are followed."
816,TA512,2017/18,STA,Tivozanib ,Pharmaceutical,Advanced renal cell carcinoma,Recommended,Recommended in line with clinical practice and following agreement of a patient access scheme.
817,TA513,2017/18,STA,Obinutuzumab ,Pharmaceutical,Untreated advanced follicular lymphoma,Recommended,Recommended in line with clinical practice and following agreement of a patient access scheme.
818,TA514,2017/18,STA,Regorafenib ,Pharmaceutical,Previously treated advanced hepatocellular carcinoma,Not recommended,"At the time of appraisal, the technology was not considered to be an appropriate use of NHS resources for routine commissioning based on the data available."
819,TA515,2017/18,STA,Eribulin ,Pharmaceutical,Locally advanced or metastatic breast cancer after 1 chemotherapy regimen,Not recommended,"At the time of appraisal, the technology was not considered to be an appropriate use of NHS resources for routine commissioning based on the data available."
820,TA516,2017/18,STA,Cabozantinib ,Pharmaceutical,Medullary thyroid cancer,Recommended,Recommended in line with marketing authorisation and following agreement of a patient access scheme.
821,TA517,2018/19,STA,Avelumab (second-line and beyond treatment),Pharmaceutical,Metastatic Merkel cell carcinoma,Recommended,Recommended in line with marketing authorisation 
822,TA517,2018/19,STA,Avelumab (first-line),Pharmaceutical,Metastatic Merkel cell carcinoma,Recommended (CDF),"Recommended for use within the Cancer Drugs Fund as an option for treating metastatic Merkel cell carcinoma in adults, only if:
•they have not had chemotherapy for metastatic disease and
•the conditions in the managed access agreement for avelumab are followed."
824,TA519,2018/19,STA,Pembrolizumab,Pharmaceutical,Locally advanced or metastatic urothelial carcinoma after platinum-containing chemotherapy,Recommended (CDF),"Recommended for use within the Cancer Drugs Fund as an option for treating locally advanced or metastatic urothelial carcinoma in adults who have had platinum-containing chemotherapy, only if:
•pembrolizumab is stopped at 2 years of uninterrupted treatment or earlier in the event of disease progression and
•the conditions in the managed access agreement for pembrolizumab are followed."
825,TA520,2018/19,STA,Atezolizumab ,Pharmaceutical,Locally advanced or metastatic non-small-cell lung cancer after chemotherapy,Optimised,"Optimised recommendation for atezolizumab as an option for treating locally advanced or metastatic non-small-cell lung cancer (NSCLC) in adults who have had chemotherapy (and targeted treatment if they have an EGFR- or ALK‑positive tumour), only if:
•atezolizumab is stopped at 2 years of uninterrupted treatment or earlier if the disease progresses and
•the company provides atezolizumab with the discount agreed in the patient access scheme."
827,TA522,2018/19,STA,Pembrolizumab,Pharmaceutical,Untreated locally advanced or metastatic urothelial cancer when cisplatin is unsuitable,Recommended (CDF),"Recommended for use within the Cancer Drugs Fund as an option for untreated locally advanced or metastatic urothelial carcinoma in adults when cisplatin-containing chemotherapy is unsuitable, only if:
•pembrolizumab is stopped at 2 years of uninterrupted treatment or earlier if the disease progresses and
•the conditions of the managed access agreement for pembrolizumab are followed."
828,TA523,2018/19,STA,Midostaurin ,Pharmaceutical,Untreated acute myeloid leukaemia,Recommended,Recommended in line withmarketing authorisation and following agreement of a patient access scheme.
829,TA524,2018/19,STA,Brentuximab vedotin ,Pharmaceutical,CD30-positive Hodgkin lymphoma,Optimised,"Optimised recommendation for brentuximab vedotin as an option for treating CD30‑positive Hodgkin lymphoma in adults with relapsed or refractory disease, only if:
•they have already had autologous stem cell transplant or
•they have already had at least 2 previous therapies when autologous stem cell transplant or multi-agent chemotherapy are not suitable and
•the company provides brentuximab vedotin according to the patient access scheme"
830,TA525,2018/19,STA,Atezolizumab ,Pharmaceutical,Locally advanced or metastatic urothelial carcinoma after platinum-containing chemotherapy,Recommended,Recommended in line with clinical practice and following agreement of a patient access scheme.
831,TA526,2018/19,STA,Arsenic trioxide ,Pharmaceutical,Acute promyelocytic leukaemia,Recommended,Recommended in line with marketing authorisation.
836,TA528,2018/19,STA,Niraparib,Pharmaceutical,"Relapsed, platinum-sensitive ovarian, fallopian tube and peritoneal cancer",Optimised (CDF),"Optimised recommendation for niraparib for use within the Cancer Drugs Fund as an option for treating relapsed, platinum-sensitive high-grade serous epithelial ovarian, fallopian tube or primary peritoneal cancer that has responded to the most recent course of platinum-based chemotherapy in adults, only if:
•they have a germline BRCA mutation and have had 2 courses of platinum-based chemotherapy or
•they do not have a germline BRCA mutation and have had 2 or more courses of platinum-based chemotherapy and
•the conditions in the managed access agreement for niraparib are followed."
837,TA529,2018/19,STA,Crizotinib,Pharmaceutical,ROS1-positive advanced non-small-cell lung cancer,Recommended (CDF),"Recommended for use within the Cancer Drugs Fund as an option for treating ROS1‑positive advanced non-small-cell lung cancer (NSCLC) in adults, only if the conditions in the managed access agreement are followed."
838,TA530,2018/19,STA,Nivolumab,Pharmaceutical,Locally advanced unresectable or metastatic urothelial cancer after platinum-containing chemotherapy,Not recommended,"At the time of appraisal, the technology was not considered to be an appropriate use of NHS resources for routine commissioning based on the data available."
839,TA531,2018/19,STA,Pembrolizumab,Pharmaceutical,Untreated PD-L1-positive metastatic non-small-cell lung cancer,Recommended,Recommended in line with clinical practice and following agreement of a commercial access agreement.
843,TA535,2018/19,MTA,Lenvatinib,Pharmaceutical,Thyroid cancer,Optimised,"Optimised recommendation for lenvatinib as an option for treating thyroid cancer in adults whose disease does not respond to radioactive iodine, only if:
• they have not had a tyrosine kinase inhibitor before or
• they have had to stop taking a tyrosine kinase inhibitor within 3 months of starting it because of toxicity (specifically, toxicity that cannot be managed by dose delay or dose modification)
• the company provides lenvatinib according to the patient access scheme
"
844,TA535,2018/19,MTA,Sorafenib,Pharmaceutical,Thyroid cancer,Optimised,"Optimised recommendation for sorafenib as an option for treating thyroid cancer in adults whose disease does not respond to radioactive iodine, only if:
• they have not had a tyrosine kinase inhibitor before or
• they have had to stop taking a tyrosine kinase inhibitor within 3 months of starting it because of toxicity (specifically, toxicity that cannot be managed by dose delay or dose modification)
• the compay provides sorafenib according to the commercial access agreement
"
845,TA536,2018/19,STA,Alectinib,Pharmaceutical,Non-small-cell lung cancer,Recommended,Recommended in line with marketing authorisation and following agreement of a patient access scheme.
849,TA538,2018/19,STA,Dinutuximab,Pharmaceutical,Neuroblastoma,Recommended,Recommended in line with clinical practice and following agreement of a patient access scheme.
850,TA539,2018/19,MTA,Lutetium (177Lu) oxodotreotide,Pharmaceutical,Unresectable or metastatic pancreatic neuroendocrine tumours,Recommended,Recommended in line with clinical practice and following agreement of a patient access scheme.
851,TA539,2018/19,MTA,Lutetium (177Lu) oxodotreotide,Pharmaceutical,Unresectable or metastatic gastrointestinal neuroendocrine tumours,Recommended,Recommended in line with clinical practice and following agreement of a patient access scheme.
852,TA540,2018/19,STA,Pembrolizumab,Pharmaceutical,Relapsed or refractory classical Hodgkin lymphoma,Optimised (CDF),"Optimised recommendation for pembrolizumab for use within the Cancer Drugs Fund as an option for treating relapsed or refractory classical Hodgkin lymphoma in adults who have had brentuximab vedotin and cannot have autologous stem cell transplant, only if:
•pembrolizumab is stopped after 2 years of treatment or earlier if the person has a stem cell transplant or the disease progresses and
•the conditions in the managed access agreement for pembrolizumab are followed"
853,TA541,2018/19,STA,Inotuzumab,Pharmaceutical,Relapsed or refractory B-cell acute lymphoblastic leukaemia,Recommended,Recommended in line with clinical practice and following agreement of a patient access scheme.
854,TA542,2018/19,STA,Cabozantinib,Pharmaceutical,Untreated advanced renal cell carcinoma,Recommended,Recommended in line with clinical practice and following agreement of a patient access scheme.
857,TA544,2018/19,STA,Dabrafenib with trametinib,Pharmaceutical,Resected BRAF V600 mutation-positive melanoma,Recommended,Recommended in line with clinical practice and following agreement of a patient access scheme.
858,TA545,2018/19,STA,Gemtuzumab ozogamicin with daunorubicin and cytarabine,Pharmaceutical,Untreated de novo CD33-positive acute myeloid leukaemia except acute promyelocytic leukaemia for patients age 15 years and above,Optimised,Recommended in line with clinical practice and following agreement of a patient access scheme.
859,TA546,2018/19,STA,Padeliporfin ,Pharmaceutical,"Adults with previously untreated, unilateral, low-risk prostate cancer in adults",Not recommended,"At the time of appraisal, the technology was not considered to be an appropriate use of NHS resources for routine commissioning based on the data available."
861,TA548,2018/19,STA,Decitabine,Pharmaceutical,Untreated acute myeloid leukaemia ,Terminated Appraisal - non submission,The single technology appraisal process is based on the manufacturer’s submission. In the absence of a submission from the manufacturer the appraisal was terminated and a recommendation could not be made.
862,TA549,2018/19,STA,Denosumab,Pharmaceutical,Preventing skeletal-related events in multiple myeloma,Terminated Appraisal - non submission,The single technology appraisal process is based on the manufacturer’s submission. In the absence of a submission from the manufacturer the appraisal was terminated and a recommendation could not be made.
863,TA550,2018/19,STA,Vandetanib,Pharmaceutical,Medullary thyroid cancer,Not recommended,"At the time of appraisal, the technology was not considered to be an appropriate use of NHS resources based on the data available."
864,TA551,2018/19,STA,Lenvatinib,Pharmaceutical,Untreated advance hepatocellular carcinoma,Optimised,Recommended in line with clinical practice and following agreement of a patient access scheme.
865,TA552,2018/19,STA,Liposomal cytarabine–daunorubicin ,Pharmaceutical,Untreated acute myeloid leukaemia,Recommended,Recommended in line with clinical practice and following agreement of a patient access scheme.
866,TA553,2018/19,STA,Pembrolizumab ,Pharmaceutical,Melanoma with high risk of recurrence,Recommended (CDF),Pembrolizumab is recommended for use within the Cancer Drugs Fund as an option for the adjuvant treatment of stage III melanoma with lymph node involvement in adults who have had complete resection. It is recommended only if the conditions in the managed access agreement for pembrolizumab are followed.
867,TA554,2018/19,STA,Tisagenlecleucel ,Pharmaceutical,Relapsed or refractory B-cell acute lymphoblastic leukaemia in people aged up to 25 years,Recommended (CDF),"Tisagenlecleucel therapy is recommended for use within the Cancer Drugs Fund as an option for treating relapsed or refractory B‑cell acute lymphoblastic leukaemia in people aged up to 25 years, only if the conditions in the managed access agreement are followed."
868,TA555,2018/19,STA,Regorafenib ,Pharmaceutical,Previously treated advanced hepatocellular carcinoma,Optimised,Recommended in line with clinical practice and following agreement of a patient access scheme.
870,TA557,2018/19,STA,Pembrolizumab ,Pharmaceutical,"Untreated, metastatic, non-squamous non-small-cell lung cancer",Optimised (CDF),"Pembrolizumab, with pemetrexed and platinum chemotherapy is recommended for use within the Cancer Drugs Fund, as an option for untreated, metastatic, non-squamous non-small-cell lung cancer (NSCLC) in adults whose tumours have no epidermal growth factor receptor (EGFR)- or anaplastic lymphoma kinase (ALK)-positive mutations. It is only recommended if: •pembrolizumab is stopped at 2 years of uninterrupted treatment or earlier if disease progresses and
•the company provides pembrolizumab according to the managed access agreement."
871,TA558,2018/19,STA,Nivolumab,Pharmaceutical,Completely resected melanoma with lymph node involvement or metastatic disease,Recommended (CDF),Nivolumab is recommended for use within the Cancer Drugs Fund as an option for the adjuvant treatment of completely resected melanoma in adults with lymph node involvement or metastatic disease. It is recommended only if the conditions in the managed access agreement are followed.
872,TA559,2018/19,STA,Axicabtagene ciloleucel ,Pharmaceutical,Diffuse large B-cell lymphoma and primary mediastinal large B-cell lymphoma after 2 or more systemic therapies,Recommended (CDF),"Axicabtagene ciloleucel therapy is recommended for use within the Cancer Drugs Fund as an option for treating relapsed or refractory diffuse large B‑cell lymphoma or primary mediastinal large B‑cell lymphoma in adults after 2 or more systemic therapies, only if the conditions in the managed access agreement are followed."
873,TA560,2018/19,STA,Bevacizumab ,Pharmaceutical,First recurrence of platinum-sensitive advanced ovarian cancer,Terminated Appraisal - non submission,The single technology appraisal process is based on the manufacturer’s submission. In the absence of a submission from the manufacturer the appraisal was terminated and a recommendation could not be made.
874,TA561,2018/19,STA,Venetoclax ,Pharmaceutical,Adults with chronic lymphocytic leukaemia who have received at least 1 prior therapy,Recommended,Recommended in line with marketing authorisation and following agreement of a patient access scheme.
875,TA562,2018/19,STA,Encorafenib ,Pharmaceutical,Unresectable or metastatic BRAF V600 mutation-positive melanoma in adults,Recommended,Recommended in line with marketing authorisation and following agreement of a patient access scheme. There are patient access schemes for encorafenib and binimetinib
876,TA563,2018/19,STA,Abemaciclib,Pharmaceutical,"Hormone receptor-positive, human epidermal growth factor receptor 2 (HER2)-negative, locally advanced or metastatic breast cancer in combination with an aromatase inhibitor, as initial endocrine-based therapy. In pre- or perimenopausal women, the endocrine therapy should be combined with a luteinising hormone-releasing hormone (LHRH) agonist",Recommended,Recommended in line with marketing authorisation and only if company provides it according to the commercial agreement
877,TA564,2018/19,STA,Dabrafenib ,Pharmaceutical,Advanced metastatic BRAF V600E mutation-positive non-small-cell lung cancer,Terminated Appraisal - non submission,The single technology appraisal process is based on the manufacturer’s submission. In the absence of a submission from the manufacturer the appraisal was terminated and a recommendation could not be made.
882,TA567,2018/19,STA,Tisagenlecleucel ,Pharmaceutical,Relapsed or refractory diffuse large B-cell lymphoma after 2 or more systemic therapies,Recommended (CDF),"Tisagenlecleucel therapy is recommended for use within the Cancer Drugs Fund as an option for treating relapsed or refractory diffuse large B-cell lymphoma in adults after 2 or more systemic therapies, only if the conditions in the managed access agreement are followed."
884,TA569,2018/19,STA,Pertuzumab ,Pharmaceutical,Adjuvant treatment of HER2-positive early stage breast cancer,Optimised,"Pertuzumab, with intravenous trastuzumab and chemotherapy, is recommended for the adjuvant treatment of human epidermal growth factor receptor 2 (HER2)-positive early stage breast cancer in adults, only if:
•they have lymph node-positive disease
•the company provides it according to the commercial arrangement.
"
885,TA570,2018/19,STA,Pembrolizumab ,Pharmaceutical,Recurrent or metastatic squamous cell carcinoma of the head and neck after platinum-based chemotherapy,Terminated Appraisal - non submission,The single technology appraisal process is based on the manufacturer’s submission. In the absence of a submission from the manufacturer the appraisal was terminated and a recommendation could not be made.
886,TA571,2018/19,STA,Brigatinib,Pharmaceutical,ALK-positive advanced non-small-cell lung cancer after crizotinib,Recommended,Recommended in line with marketing authorisation and only if company provides it according to the patient access scheme
889,TA573,2019/20,STA,Daratumumab,Pharmaceutical,Multiple myeloma,Recommended (CDF),Recommended in the CDF
892,TA576,2019/20,STA,Bosutinib,Pharmaceutical,Chronic myeloid leukaemia,Terminated Appraisal - non submission,The single technology appraisal process is based on the manufacturer’s submission. In the absence of a submission from the manufacturer the appraisal was terminated and a recommendation could not be made.
893,TA577,2019/20,STA,Brentuximab vedotin ,Pharmaceutical,CD30-positive cutaneous T-cell lymphoma,Optimised,"Optimised recommendation for brentuximab vedotin for treating CD30‑positive cutaneous T‑cell lymphoma after at least 1 systemic therapy in adults, only if they have mycosis fungoides stage IIB or over, primary cutaneous anaplastic large cell lymphoma or Sézary syndrome "
894,TA578,2019/20,STA,Durvalumab ,Pharmaceutical,Locally advanced unresectable non-small-cell lung cancer after platinum-based chemoradiation,Recommended (CDF),"Durvalumab monotherapy is recommended for use within the Cancer Drugs Fund as an option for treating locally advanced unresectable non-small-cell lung cancer (NSCLC) in adults whose tumours express PD‑L1 on at least 1% of tumour cells and whose disease has not progressed after platinum-based chemoradiation only if:
•they have had concurrent platinum-based chemoradiation
•the conditions in the managed access agreement are followed.
"
895,TA579,2019/20,STA,Abemaciclib ,Pharmaceutical,"Hormone receptor-positive, HER2-negative advanced breast cancer after endocrine therapy",Recommended (CDF),"Abemaciclib with fulvestrant is recommended for use within the Cancer Drugs Fund as an option for treating hormone receptor-positive, human epidermal growth factor receptor 2 (HER2)‑negative locally advanced or metastatic breast cancer in people who have had endocrine therapy only if:
•exemestane plus everolimus would be the most appropriate alternative and
•the conditions in the managed access agreement for abemaciclib with fulvestrant are followed.
"
896,TA580,2019/20,STA,Enzalutamide ,Pharmaceutical,Hormone-relapsed non-metastatic prostate cancer,Not Recommended,"At the time of appraisal, the technology was not considered to be an appropriate use of NHS resources based on the data available."
897,TA581,2019/20,STA,Nivolumab with ipilimumab,Pharmaceutical,Untreated advanced renal cell carcinoma,Recommended (CDF),Nivolumab with ipilimumab is recommended for use within the Cancer Drugs Fund as an option for adults with untreated advanced renal cell carcinoma that is intermediate- or poor-risk as defined in the International Metastatic Renal Cell Carcinoma Database Consortium criteria. It is recommended only if the conditions in the managed access agreement for nivolumab with ipilimumab are followed.
898,TA582,2019/20,STA,Cabozantinib ,Pharmaceutical,Previously treated advanced hepatocellular carcinoma,Terminated Appraisal - non submission,The single technology appraisal process is based on the manufacturer’s submission. In the absence of a submission from the manufacturer the appraisal was terminated and a recommendation could not be made.
900,TA584,2019/20,STA,"Atezolizmab with bevacizumab, paclitaxel and carboplatin",Pharmaceutical,First-line treatment of metastatic non-squamous non-small cell lung cancer ,Recommended,"Atezolizumab plus bevacizumab, carboplatin and paclitaxel is recommended as an option for metastatic non-squamous non-small-cell lung cancer (NSCLC) in adults:
•who have not had treatment for their metastatic NSCLC before and whose PD-L1 tumour proportion score is between 0% and 49% or
•when targeted therapy for epidermal growth factor receptor (EGFR)‑positive or anaplastic lymphoma kinase (ALK)‑positive NSCLC has failed.
It is only recommended if:
•atezolizumab and bevacizumab are stopped at 2 years of uninterrupted treatment, or earlier if there is loss of clinical benefit (for atezolizumab) or if the disease progresses (for bevacizumab) and
•he company provides atezolizumab and bevacizumab according to the commercial arrangements
"
902,TA586,2019/20,STA,Lenalidomide with dexamethasone,Pharmaceutical,Multiple myeloma in adults who have hade at least one prior therapy,Optimised,"Optimised recommendation for lenalidomide plus dexamethasone for treating multiple myeloma in adults only if: they have only 1 previous therapy, which included bortezomib"
903,TA587,2019/20,STA,Lenalidomide with dexamethasone,Pharmaceutical,Previously untreated multiple myeloma who are not eligible for transplant,Optimised,"Optimised recommendation for lenalidomide plus dexamethasone for previously untreated multiple myeloma in adults who are not eligible for a stem cell transplant, only if:
•thalidomide is contraindicated (including for pre-existing conditions that it may aggravate) or
•the person cannot tolerate thalidomide"
905,TA589,2019/20,STA,Blinatumomab ,Pharmaceutical,Acute lymphoblastic leukaemia in remission with minimal residual disease activity,Optimised,"Optimised recommendation for blinatumomab for treating Philadelphia-chromosome-negative CD19‑positive B‑precursor acute lymphoblastic leukaemia in adults with minimal residual disease (MRD) of at least 0.1%, only if:
• the disease is in first complete remission and
• the company provides blinatumomab according to the commercial arrangement
"
908,TA592,2019/20,STA,Cemiplimab ,Pharmaceutical,Metastatic or locally advanced cutaneous squamous cell carcinoma,Recommended (CDF),"Cemiplimab is recommended for use within the Cancer Drugs Fund as an option for treating locally advanced or metastatic cutaneous squamous cell carcinoma in adults when curative surgery or curative radiotherapy is not appropriate. It is recommended only if the conditions in the managed access agreement are followed.

Treatment with cemiplimab should be continued until disease progression or for up to 24 months (whichever is sooner)."
909,TA593,2019/20,STA,Ribociclib with fulvestrant,Pharmaceutical,"Hormone receptor-positive, HER2-negative, advanced breast cancer",Optimised (CDF),"Ribociclib with fulvestrant is recommended for use within the Cancer Drugs Fund as an option for treating hormone receptor-positive, human epidermal growth factor receptor 2 (HER2)-negative, locally advanced or metastatic breast cancer in people who have had previous endocrine therapy only if:
• exemestane plus everolimus is the most appropriate alternative to a cyclin-dependent kinase 4 and 6 (CDK 4/6) inhibitor and
• the conditions in the managed access agreement for ribociclib with fulvestrant are followed.
"
