nct_id,phase,start_date,enrollment_type,drug,official_title,brief_title,American Indian/ Alaska Native,Asian/ Asian Heritage,Black/ Black Heritage,Hawaiian/ Other Pacific Islander,Hispanic/ Latino,Middle Eastern,Mixed,Other,Unknown or Not Reported,White/ White Heritage
NCT01696877,Phase 1/Phase 2,18/01/2013,Actual,degarelix,A Neoadjuvant Immunologic Study of Androgen Deprivation Therapy Combined With a Granulocytemacrophage-colony Stimulating Factor F-secreting Allogeneic Prostate Cancer Vaccine and Low-dose Cyclophosphamide in Men With High-risk Localized Prostate Cancer Undergoing Radical Prostatectomy,A Neoadjuvant Study of Androgen Ablation Combined With Cyclophosphamide and GVAX Vaccine for Localized Prostate Cancer,0,0,4,0,,,0,,0,54
NCT01704781,Phase 1/Phase 2,30/09/2012,Actual,lenalidomide,A Double-blind Placebo Controlled Immunogenicity Study of Vacc-4x + Lenalidomide Versus Vacc-4x With an Initial Open-label Dose Escalation Assessment of Lenalidomide in HIV-1-infected Subjects on Antiretroviral Therapy (ART).,Vacc-4x + Lenalidomide vs. Vacc-4x +Placebo in HIV-1-infected Subjects on Antiretroviral Therapy (ART),0,4,2,0,0,,0,,0,138
NCT01706666,Phase 2,07/12/2012,Actual,lenalidomide,A Phase II Randomized Study of Three Subcutaneous Bortezomib-based Consolidation Treatments for Patients Completing Induction Therapy and Stem Cell Transplantation for Newly Diagnosed Multiple Myeloma,Bortezomib Based Consolidation in Multiple Myeloma Patients Completing Stem Cell Transplant,0,0,2,0,0,,0,,0,10
NCT01731886,Phase 4,30/09/2012,Actual,lenalidomide,A Randomized Clinical Trial of Lenalidomide (CC-5013) and Dexamethasone With and Without Autologous Peripheral Blood Stem Cell Transplant in Patients With Newly Diagnosed Multiple Myeloma,Lenalidomide and Dexamethasone With/Without Stem Cell Transplant in Patients With Multiple Myeloma,0,0,20,0,,,2,,12,86
NCT01738594,Phase 1,22/03/2013,Actual,carfilzomib,A Randomized Phase I Dose-Escalation Trial of Carfilzomib With and Without Romidepsin in Cutaneous T-Cell Lymphoma,Dose-Escalation Trial of Carfilzomib With and Without Romidepsin in Cutaneous T-Cell Lymphoma,0,0,6,0,0,,0,,0,22
NCT01751451,Phase 2,18/12/2012,Actual,degarelix,"A Phase 2, Randomized, 3-arm Study of Abiraterone Acetate Alone, Abiraterone Acetate Plus Degarelix, a GnRH Antagonist, and Degarelix Alone for Patients With Prostate Cancer With a Rising PSA or a Rising PSA and Nodal Disease Following Definitive Radical Prostatectomy","3-arm Study of Abiraterone Acetate Alone, Abiraterone Acetate Plus Degarelix, a GnRH Antagonist, and Degarelix Alone for Patients With Prostate Cancer With a Rising PSA or a Rising PSA and Nodal Disease Following Definitive Radical Prostatectomy",0,0,22,0,2,,0,,14,458
NCT01775930,Phase 2,31/10/2013,Actual,carfilzomib,Phase II Study of Carfilzomib in Patients With Refractory Renal Cell Carcinoma,Carfilzomib in Refractory Renal Cell Carcinoma (RCC),0,0,0,0,1,,0,,1,16
NCT01782963,Phase 2,31/03/2013,Actual,lenalidomide,"A Phase II Study of Modified Lenalidomide, Bortezomib and Dexamethasone for Transplant-Ineligible Patients With Newly Diagnosed Multiple Myeloma",Lenalidomide/Bortezomib/Dexamethasone for Multiple Myeloma (MM),,3,2,,,,,3,,42
NCT01794039,Phase 2,31/03/2014,Actual,lenalidomide,Randomized Phase 2 Trial of Retreatment With Pomalidomide or Lenalidomide With Dexamethasone for Patients With Relapsed Myeloma,Pomalidomide or Lenalidomide and Dexamethasone in Treating Patients With Relapsed or Refractory Multiple Myeloma Previously Treated With Lenalidomide,0,0,0,0,,,0,,0,18
NCT01816971,Phase 2,31/01/2013,Actual,carfilzomib,"Phase 2 Study of the Initial and Post-Transplant Treatment With Carfilzomib, Lenalidomide and Low Dose Dexamethasone (CRd) in Transplant Candidates With Newly Diagnosed, Multiple Myeloma Requiring Systemic Chemotherapy","Carfilzomib, Lenalidomide, and Dexamethasone Before and After Stem Cell Transplant in Treating Patients With Newly Diagnosed Multiple Myeloma",0,2,14,0,,,1,,0,59
NCT01816971,Phase 2,31/01/2013,Actual,lenalidomide,"Phase 2 Study of the Initial and Post-Transplant Treatment With Carfilzomib, Lenalidomide and Low Dose Dexamethasone (CRd) in Transplant Candidates With Newly Diagnosed, Multiple Myeloma Requiring Systemic Chemotherapy","Carfilzomib, Lenalidomide, and Dexamethasone Before and After Stem Cell Transplant in Treating Patients With Newly Diagnosed Multiple Myeloma",0,2,14,0,,,1,,0,59
NCT01818752,Phase 3,08/07/2013,Actual,carfilzomib,"A Randomized, Open-label Phase 3 Study of Carfilzomib, Melphalan, and Prednisone Versus Bortezomib, Melphalan, and Prednisone in Transplant-ineligible Patients With Newly Diagnosed Multiple Myeloma","Phase 3 Study of Carfilzomib, Melphalan, Prednisone vs Bortezomib, Melphalan, Prednisone in Newly Diagnosed Multiple Myeloma",,,,,66,,,,104,1740
NCT01842308,Phase 1/Phase 2,04/06/2013,Actual,carfilzomib,A Phase 1/2 Trial of Carfilzomib and Melphalan and Conditioning for Autologous Stem Cell Transplantation for Multiple Myeloma (CARAMEL),Carfilzomib and Melphalan Before Stem Cell Transplant in Treating Patients With Multiple Myeloma,,,,,2,,,,6,90
NCT01850524,Phase 3,17/05/2013,Actual,lenalidomide,"A Phase 3, Randomized, Double-Blind, Multicenter Study Comparing Oral MLN9708 Plus Lenalidomide and Dexamethasone Versus Placebo Plus Lenalidomide and Dexamethasone in Adult Patients With Newly Diagnosed Multiple Myeloma",IXAZOMIB Plus Lenalidomide and Dexamethasone Versus Placebo Plus Lenalidomide and Dexamethasone in Adult Patients With Newly Diagnosed Multiple Myeloma,6,192,48,2,52,,0,,14,2506
NCT01856192,Phase 2,27/08/2013,Actual,lenalidomide,"Randomized Phase II Open Label Study of Lenalidomide R-CHOP (R2CHOP) vs. RCHOP (Rituximab, Cyclophosphamide, Doxorubicin, Vincristine and Prednisone) in Patients With Newly Diagnosed Diffuse Large B Cell Lymphoma",Rituximab and Combination Chemotherapy With or Without Lenalidomide in Treating Patients With Newly Diagnosed Stage II-IV Diffuse Large B Cell Lymphoma,0,16,32,0,16,,0,,40,1016
NCT01881789,Phase 1/Phase 2,28/10/2013,Actual,lenalidomide,"Phase 1b/2, Multicenter, Open-label Study of Oprozomib and Dexamethasone, in Combination With Lenalidomide or Oral Cyclophosphamide in Patients With Newly Diagnosed Multiple Myeloma","Oprozomib and Dexamethasone,in Combination With Lenalidomide or Oral Cyclophosphamide to Treat Newly Diagnosed Multiple Myeloma",2,0,2,0,2,,,0,2,76
NCT01891643,Phase 3,30/09/2013,Actual,lenalidomide,"A Phase 3, Randomized, Open Label Trial of Lenalidomide/Dexamethasone With or Without Elotuzumab in Subjects With Previously Untreated Multiple Myeloma",PH III Study of Lenalidomide and Dexamethasone With or Without Elotuzumab to Treat Previously Untreated Multiple Myeloma (ELO 1 Substudy),0,0,4,0,0,,0,,36,52
NCT01903811,Phase 2,31/10/2013,Actual,carfilzomib,A Phase II Randomized Study Comparing Two Doses of Carfilzomib (NSC-756640) With Dexamethasone for Multiple Myeloma Patients With Relapsed or Refractory Disease,"S1304, Carfilzomib and Dexamethasone for Treating Patients With Relapsed or Refractory Myeloma",2,10,38,0,,,2,,6,184
NCT01924169,Phase 2,24/11/2014,Actual,lenalidomide,A Study of Immune-adjuvant Effect of Lenalidomide in Patients With Chronic Lymphocytic Leukemia and Hypogammaglobulinemia and Impaired Response to Vaccinations - RV-CL-CLL-PI-002544,Lenalidomide as Immune Adjuvant in Patient's With Chronic Lymphocytic Leukemia (CLL),0,0,0,0,0,,0,,0,6
NCT01927627,Phase 2,11/11/2013,Actual,enzalutamide,A Phase 2 Study of Enzalutamide in Patients With High-risk Prostate Cancer Who Have Undergone Local Definitive Therapy With Radical Prostatectomy,Enzalutamide in Patients With High-risk Prostate Cancer,0,0,0,0,0,,0,,0,84
NCT01927718,Not Applicable,31/01/2014,Actual,lenalidomide,A Pilot Study of Thalidomide to Overcome Lenalidomide Resistance in Patients Suffering Biochemical Progression on Maintenance Therapy After Autologous Hematopoietic Stem Cell Transplantation for Multiple Myeloma,Thalidomide to Overcome Lenalidomide Resistance After Autologous Hematopoietic Stem Cell Transplantation (HCT),0,0,4,0,0,,0,,2,14
NCT01938001,Phase 3,21/11/2013,Actual,lenalidomide,"A Phase 3, Double-blind, Randomized Study to Compare the Efficacy and Safety of Rituximab Plus Lenalidomide (CC-5013) Versus Rituximab Plus Placebo in Subjects With Relapsed/Refractory Indolent Lymphoma",Rituximab Plus Lenalidomide for Patients With Relapsed / Refractory Indolent Non-Hodgkin's Lymphoma (Follicular Lymphoma and Marginal Zone Lymphoma),,,,,88,,,236,32,1076
NCT01942837,Phase 2,13/09/2013,Actual,enzalutamide,Phase II Trial of Enzalutamide for Castrate-resistant Prostate Cancer (CRPC) With Correlative Assessment of Androgen Receptor (AR) Signaling and Whole-exome and Transcriptome Sequencing,Study of Enzalutamide in Patients With Castration-resistant Prostate Cancer,0,1,4,0,,,1,,8,51
NCT01946165,Phase 2,31/10/2013,Actual,enzalutamide,A Pre-Operative Study to Assess the Effects of Abiraterone Acetate Plus LHRH Agonist and Abiraterone Acetate Plus LHRH Agonist and Enzalutamide for Six Months for Prostate Cancer Patients at High-Risk for Recurrence,Abiraterone Acetate Plus LHRH Agonist and Abiraterone Acetate Plus LHRH Agonist and Enzalutamide,0,6,12,0,,,0,,22,96
NCT01949337,Phase 3,22/01/2014,Actual,enzalutamide,"Phase III Trial of Enzalutamide (NSC# 766085) Versus Enzalutamide, Abiraterone and Prednisone for Castration Resistant Metastatic Prostate Cancer",Enzalutamide With or Without Abiraterone and Prednisone in Treating Patients With Castration-Resistant Metastatic Prostate Cancer,8,56,324,4,,,0,,54,2176
NCT01949532,Phase 1,31/01/2014,Actual,carfilzomib,"An Open-Label, Single Arm, Phase 1 Study of the Pharmacokinetics and Safety of Carfilzomib in Subjects With Relapsed Multiple Myeloma and End-stage Renal Disease",Study of the Pharmacokinetics and Safety of Carfilzomib in Patients With Multiple Myeloma and Renal Disease,,,,,2,,,,4,46
NCT01959698,Phase 1,17/04/2014,Actual,carfilzomib,Phase I/Ib Study of Carfilzomib Plus Rituximab Plus Ifosfamide Plus Carboplatin Plus Etoposide (C-R-ICE) in Patients With Relapsed/Refractory Diffuse Large B-Cell Lymphoma (DLBCL),"Carfilzomib, Rituximab, Ifosfamide, Carboplatin, and Etoposide in Treating Patients With Relapsed or Refractory Stage I-IV Diffuse Large B-cell Lymphoma",0,0,0,0,,,0,,0,58
NCT01962792,Phase 1/Phase 2,31/12/2013,Actual,carfilzomib,"A Multicenter Phase 1/2b Study of the Bruton's Tyrosine Kinase Inhibitor, Ibrutinib (PCI-32765), in Combination With Carfilzomib (Kyprolis™) in Subjects With Relapsed or Relapsed and Refractory Multiple Myeloma","Study of BTK Inhibitor, Ibrutinib in Combination With Carfilzomib in Subjects With Relapsed and Refractory Multiple Myeloma",,,,,20,,,,2,146
NCT01969565,Phase 2,31/08/2013,Actual,carfilzomib,"An Open-label, Single-arm, Phase 1b/ 2 Study of Carfilzomib in Combination With Dexamethasone in Patients With Newly Diagnosed Multiple Myeloma",Study of Carfilzomib in Combination w/Dexamethasone in Patients w/Newly Diagnosed Multiple Myeloma,0,1,0,0,0,,0,,0,1
NCT01974765,Phase 2,05/11/2013,Actual,enzalutamide,"A Phase II Trial of Enzalutamide in Patients With Androgen Receptor Positive (AR+) Ovarian, Primary Peritoneal or Fallopian Tube Cancer and One, Two or Three Prior Therapies","Enzalutamide in Patients With Androgen Receptor Positive (AR+) Ovarian, Primary Peritoneal or Fallopian Tube Cancer and One, Two or Three Prior Therapies",0,5,2,0,2,,0,,4,105
NCT01977651,Phase 4,25/09/2013,Actual,enzalutamide,"A Multicenter, Single-arm, Open-label, Postmarketing Safety Study to Evaluate the Risk of Seizure Among Subjects With Metastatic Castration-Resistant Prostate Cancer (mCRPC) Treated With Enzalutamide Who Are at Potential Increased Risk of Seizure",A Study to Evaluate the Potential Increased Risk of Seizures Among Metastatic Castration-Resistant Prostate Cancer (mCRPC) Patients Treated With Enzalutamide,,25,9,1,89,,,4,6,712
NCT01981122,Phase 2,30/09/2013,Actual,enzalutamide,"A Randomized, Open-label, Phase 2 Study of Sipuleucel-T With Concurrent Versus Sequential Administration of Enzalutamide in Men With Metastatic Castrate-Resistant Prostate Cancer",A Study of Sipuleucel-T With Administration of Enzalutamide in Men With Metastatic Castrate-Resistant Prostate Cancer,0,0,4,0,,,0,,0,100
NCT01987232,Phase 1/Phase 2,05/11/2013,Actual,carfilzomib,"Phase 1b/2, Multicenter, Open-label Study of Carfilzomib, Carboplatin, and Etoposide in Subjects With Previously Untreated Extensive-stage Small-cell Lung Cancer","Phase 1b/2 Study of Carfilzomib, Carboplatin, and Etoposide in Patients With Previously Untreated Extensive Stage Small-cell Lung Cancer",,,,,2,,,2,2,122
NCT02012296,Phase 1/Phase 2,13/12/2013,Actual,enzalutamide,A Phase I/II Trial of Enzalutamide Plus the Glucocorticoid Receptor Antagonist Mifepristone for Patients With Metastatic Castration Resistant Prostate Cancer (CRPC),Enzalutamide and Mifepristone in Treating Patients With Metastatic Hormone Resistant Prostate Cancer,0,4,38,0,,,0,,10,124
NCT02020941,Phase 2,30/09/2013,Actual,carfilzomib,A Phase 2 Study of Carfilzomib and Bone Metabolism in Patients With Multiple Myeloma in First Relapse or Refractory to First Line Therapy,Carfilzomib in Treating Patients With Multiple Myeloma in First Relapse or Refractory to First-Line Therapy,0,0,0,0,,,0,,0,10
NCT02028988,Phase 2,28/02/2014,Actual,enzalutamide,Enzalutamide With External Beam Radiation for Intermediate Risk Prostate Cancer: A Phase II Study,Enzalutamide + External Beam Rt For Prostate,0,0,5,0,,,1,,8,50
NCT02034552,Phase 2,07/03/2014,Actual,enzalutamide,A Randomized Open-label Phase IIa Study Evaluating Quantified Bone Scan Response Following Treatment With Radium-223 Dichloride Alone or in Combination With Abiraterone Acetate or Enzalutamide in Subjects With Castration-resistant Prostate Cancer Who Have Bone Metastases,A Randomized Phase IIa Efficacy and Safety Study of Radium-223 Dichloride With Abiraterone Acetate or Enzalutamide in Metastatic Castration-resistant Prostate Cancer (CRPC),0,6,20,0,6,,0,,8,232
NCT02036502,Phase 1,14/02/2014,Actual,carfilzomib,A Phase I Multi-Cohort Trial of Pembrolizumab (MK-3475) in Combination With Backbone Treatments for Subjects With Multiple Myeloma,A Study of Pembrolizumab (MK-3475) in Combination With Standard of Care Treatments in Participants With Multiple Myeloma (MK-3475-023/KEYNOTE-023),0,2,16,0,26,,0,,26,238
NCT02036502,Phase 1,14/02/2014,Actual,lenalidomide,A Phase I Multi-Cohort Trial of Pembrolizumab (MK-3475) in Combination With Backbone Treatments for Subjects With Multiple Myeloma,A Study of Pembrolizumab (MK-3475) in Combination With Standard of Care Treatments in Participants With Multiple Myeloma (MK-3475-023/KEYNOTE-023),0,2,16,0,26,,0,,26,238
NCT02038153,Phase 1/Phase 2,31/12/2013,Actual,lenalidomide,A Phase I/II Study of Lenalidomide Maintenance After Autologous Stem Cell Transplant for Elderly Patients With Acute Myeloid Leukemia (AML),Lenalidomide in Treating Older Patients With Acute Myeloid Leukemia Who Have Undergone Stem Cell Transplant,,0,2,,1,,,,,0
NCT02042950,Phase 2,14/07/2014,Actual,carfilzomib,A Phase II Study of Carfilzomib in the Treatment of Relapsed/Refractory Mantle Cell Lymphoma,A Phase II Study of Carfilzomib in the Treatment of Relapsed/Refractory Mantle Cell Lymphoma,,,,,1,,,,0,3
NCT02047253,Phase 2,30/04/2014,Actual,carfilzomib,A Phase 2 Trial of Carfilzomib for Metastatic Castration-resistant Prostate Cancer Following Chemotherapy and Androgen Pathway Inhibitors,Phase 2 Trial of Carfilzomib for Metastatic Castration-resistant Prostate Cancer Following Treatment,0,0,6,0,,,0,,0,22
NCT02057939,Phase 2,30/04/2014,Actual,enzalutamide,Salvage Therapeutic Radiation With Enzalutamide and ADT in Men With Recurrent Prostate Cancer (STREAM),Salvage Therapeutic Radiation With Enzalutamide and ADT in Men With Recurrent Prostate Cancer (STREAM),0,1,3,0,0,,0,,0,72
NCT02058706,Phase 2,31/05/2014,Actual,enzalutamide,Randomized Phase II Screening Trial of Enzalutamide/MDV-3100 and LHRH Analogue vs Combined Androgen Deprivation (LHRH Analogue + Bicalutamide) in Metastatic Hormone Sensitive Prostate Cancer,LHRH Analogue Therapy With Enzalutamide or Bicalutamide in Treating Patients With Hormone Sensitive Prostate Cancer,0,0,58,0,,,0,,0,84
NCT02064582,Phase 2,31/05/2014,Actual,enzalutamide,"Phase 2 Study of Enzalutamide and GnRH Agonist Before, During and After Radiation Therapy in Treatment of Patients With High-risk Localized Prostate Cancer","Enzalutamide and Hormone Therapy Before, During, and After Radiation for High Risk Localized Prostate Cancer",0,0,3,0,0,,0,,0,11
NCT02077166,Phase 1/Phase 2,13/03/2014,Actual,lenalidomide,"A Multicenter Open-Label Phase 1b/2 Study of the Bruton's Tyrosine Kinase (BTK) Inhibitor, Ibrutinib, in Combination With Lenalidomide and Rituximab in Subjects With Relapsed or Refractory Diffuse Large B-Cell Lymphoma",Ibrutinib in Combination With Lenalidomide and Rituximab in Participants With Relapsed or Refractory Diffuse Large B-Cell Lymphoma,,,,,20,,,,0,248
NCT02086552,Phase 2,17/01/2014,Actual,lenalidomide,Phase 2 Trial of LDE225 and Lenalidomide Maintenance Post Autologous Stem Cell Transplant for Multiple Myeloma,Sonidegib and Lenalidomide After Stem Cell Transplant in Treating Patients With Multiple Myeloma,0,1,0,0,0,,0,,4,51
NCT02090114,Phase 2,25/08/2014,Actual,enzalutamide,A Phase II Study to Determine Sequential Response to Bipolar Androgen Therapy (BAT) Followed by Enzalutamide or Abiraterone Post-BAT in Men With Prostate Cancer Progressing on Combined Androgen Ablative Therapies,RE-sensitizing With Supraphysiologic Testosterone to Overcome REsistance (The RESTORE Study),,,,,4,,,,26,162
NCT02091960,Phase 2,28/08/2014,Actual,enzalutamide,"A Phase 2, Multicenter, Open-label Study to Assess the Efficacy and Safety of Enzalutamide With Trastuzumab in Subjects With HER2+ AR+ Metastatic or Locally Advanced Breast Cancer","A Study to Assess the Efficacy and Safety of Enzalutamide With Trastuzumab in Patients With Human Epidermal Growth Factor Receptor 2 Positive (HER2+), Androgen Receptor Positive (AR+) Metastatic or Locally Advanced Breast Cancer",0,3,8,1,5,,,1,0,188
NCT02099864,Phase 2,05/02/2014,Actual,enzalutamide,Molecular Mechanisms Underlying Tumor Progression Despite Enzalutamide Treatment,Genetic and Molecular Mechanisms in Assessing Response in Patients With Prostate Cancer Receiving Enzalutamide Therapy,1,1,1,0,1,,0,,3,65
NCT02126553,Phase 2,13/11/2014,Actual,lenalidomide,Phase II Study of Lenalidomide Maintenance in Patients With High Risk AML in Remission,Lenalidomide in Treating Patients With High Risk Acute Myeloid Leukemia in Remission,0,2,3,0,,,0,,4,20
NCT02135445,Phase 2,30/06/2014,Actual,degarelix,"A Phase 2, Randomized, Open-Label, Parallel Group Study Evaluating the Safety and Efficacy of TAK-385, an Oral Gonadotropin-Releasing Hormone (GnRH) Antagonist, for Patients With Localized Prostate Cancer Requiring Neoadjuvant and Adjuvant Androgen Deprivation Therapy With External Beam Radiation Therapy (EBRT)",Safety and Efficacy of TAK-385 for Patients With Localized Prostate Cancer,,,,,10,,,,2,194
NCT02135484,Not Applicable,19/09/2014,Actual,radium_223,"An Observation, Open Label Study of Alpharadin (Radium 223) in Patients With Castrate Resistant Prostate Cancer Bone Metastases",Radium 223 in Castrate Resistant Prostate Cancer Bone Metastases,0,1,3,0,1,,0,,7,38
NCT02142049,Phase 1/Phase 2,31/05/2014,Actual,lenalidomide,A Multicenter Study of Ibrutinib and Lenalidomide in Combination With DA-EPOCH-R in Subjects With Relapsed or Refractory Diffuse Large B-cell Lymphoma,Ibrutinib and Lenalidomide With Dose Adjusted EPOCH-R in Subjects With Relapsed/Refractory Diffuse Large B-cell Lymphoma,0,4,4,0,0,,0,,10,122
NCT02145403,Phase 1/Phase 2,31/10/2014,Actual,carfilzomib,Phase 1/2 Study of Carfilzomib for the Prevention of Relapse and Graft-versus-host Disease in Allogeneic Hematopoietic Cell Transplantation for High-risk Hematologic Malignancies,Phase 1/2 Study of Carfilzomib for the Prevention of Relapse and GVHD in Allo-HCT for Hematologic Malignancies,,,,,0,,,,4,98
NCT02159365,Phase 2,08/03/2014,Actual,lenalidomide,A Phase 2 Single Arm Study of Safety of Elotuzumab Administered Over Approximately 60 Minutes in Combination With Lenalidomide and Dexamethasone for Newly Diagnosed or Relapsed/Refractory Multiple Myeloma Patients,Study of Safety of Elotuzumab Administered Over Approximately 60 Minutes in Combination With Lenalidomide and Dexamethasone for Newly Diagnosed or Relapsed/Refractory Multiple Myeloma Patients,0,3,6,0,8,,,4,0,119
NCT02199197,Phase 2,25/06/2014,Actual,enzalutamide,A Phase 2 Randomized Study Comparing Radium Ra 223 Dichloride Plus Enzalutamide With Enzalutamide Alone in Men With Metastatic Castration Refractory Prostate Cancer,Radium Ra 223 With Enzalutamide Compared to Enzalutamide Alone in Men With Metastatic Castration Refractory Prostate Cancer,0,2,0,0,2,,0,,0,192
NCT02199197,Phase 2,25/06/2014,Actual,radium_223,A Phase 2 Randomized Study Comparing Radium Ra 223 Dichloride Plus Enzalutamide With Enzalutamide Alone in Men With Metastatic Castration Refractory Prostate Cancer,Radium Ra 223 With Enzalutamide Compared to Enzalutamide Alone in Men With Metastatic Castration Refractory Prostate Cancer,0,2,0,0,2,,0,,0,192
NCT02215096,Phase 1,13/11/2014,Actual,enzalutamide,"A Phase I, Open-label, Dose-finding Study of GSK2636771 Administered in Combination With Enzalutamide (Xtandi^TM ) in Male Subjects With Metastatic Castration-Resistant Prostate Cancer (mCRPC)",Dose-finding Study of GSK2636771 When Administered in Combination With Enzalutamide in Male Subjects With Metastatic Castration-Resistant Prostate Cancer,,1,1,1,,,,,,34
NCT02225275,Phase 2,31/03/2016,Actual,lenalidomide,Combination of Lenalidomide and Obinutuzumab (GA101) in Patients With Recurrent Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma (CLL/SLL),Lenalidomide and Obinutuzumab in Treating Patients With Recurrent or Refractory Chronic Lymphocytic Leukemia or Small Lymphocytic Lymphoma,0,0,1,0,,,0,,0,8
NCT02252172,Phase 3,16/02/2015,Actual,lenalidomide,"A Phase 3 Study Comparing Daratumumab, Lenalidomide, and Dexamethasone (DRd) vs Lenalidomide and Dexamethasone (Rd) in Subjects With Previously Untreated Multiple Myeloma Who Are Ineligible for High Dose Therapy","Study Comparing Daratumumab, Lenalidomide, and Dexamethasone With Lenalidomide and Dexamethasone in Participants With Previously Untreated Multiple Myeloma",0,10,56,2,46,,,24,62,2748
NCT02253316,Phase 2,20/01/2015,Actual,lenalidomide,"A Phase II Study of IRD (Ixazomib, Lenalidomide, & Dexamethasone) for Consolidation Therapy Post Autologous Stem Cell Transplantation Followed by Maintenance Ixazomib or Lenalidomide for Multiple Myeloma","Phase II Study of IRD (Ixazomib, Lenalidomide, Dexamethasone) Post Autologous Stem Cell Transplantation Followed by Maintenance Ixazomib or Lenalidomide for Multiple Myeloma",1,8,30,0,15,,1,,15,402
NCT02256111,Phase 2,13/05/2015,Actual,enzalutamide,EXTEND: Safety and Efficacy of EXercise Training in Men Receiving ENzalutamide in Combination With Conventional Androgen Deprivation Therapy for Hormone Naïve Prostate Cancer,EXTEND Exercise Trial,0,2,8,0,0,,0,,2,92
NCT02268175,Phase 2,31/10/2014,Actual,enzalutamide,A Phase II Randomized Study of Enzalutamide+Leuprolide Versus Enzalutamide+Leuprolide+Abiraterone Acetate+Prednisone as Neoadjuvant Therapy for HIgh-Risk Prostate Cancer Undergoing Prostatectomy,Enzalutamide/Leuprolide +/- Abiraterone/Pred in Prostate,0,4,12,0,,,0,,4,130
NCT02272803,Phase 2,20/02/2015,Actual,lenalidomide,"A Phase 2, Randomized, Open Label Trial of Lenalidomide/Dexamethasone With or Without Elotuzumab in Subjects With Previously Untreated Multiple Myeloma in Japan",Phase II Study of Lenalidomide/Dexamethasone With or Without Elotuzumab for Newly Diagnosed MM Patients in Japan,0,164,0,0,,,0,,0,0
NCT02278185,Phase 2,11/11/2015,Actual,degarelix,"An Open Label, Randomized, Phase II Trial of Metabolic Complications in Patients Treated With Enzalutamide vs Standard ADT for the Treatment of Hormone Sensitive Prostate Cancer",Enzalutamide Versus Standard Androgen Deprivation Therapy for the Treatment Hormone Sensitive Prostate Cancer,,,,,0,,,,0,38
NCT02278185,Phase 2,11/11/2015,Actual,enzalutamide,"An Open Label, Randomized, Phase II Trial of Metabolic Complications in Patients Treated With Enzalutamide vs Standard ADT for the Treatment of Hormone Sensitive Prostate Cancer",Enzalutamide Versus Standard Androgen Deprivation Therapy for the Treatment Hormone Sensitive Prostate Cancer,,,,,0,,,,0,38
NCT02283749,Phase 2,30/09/2015,Actual,radium_223,BrUOG L301: Xofigo Following Frontline-Line Chemotherapy For Patients With Non-Small Cell Lung Cancer and Bone Metastases,BrUOG L301 With Non-Small Cell Lung Cancer and Bone Metastases,0,1,0,0,,,0,,0,4
NCT02285062,Phase 3,21/01/2015,Actual,lenalidomide,"Phase 3 Randomized, Double-Blind, Placebo Controlled, Multicenter Study to Compare the Efficacy and Safety of Lenalidomide (CC-5013) Plus R-CHOP Chemotherapy (R2-CHOP) Versus Placebo Plus R-CHOP Chemotherapy in Subjects With Previously Untreated Activated B-cell Type Diffuse Large B-cell Lymphoma",Efficacy and Safety Study of Lenalidomide Plus R-CHOP Chemotherapy Versus Placebo Plus R-CHOP Chemotherapy in Untreated ABC Type Diffuse Large B-cell Lymphoma,,380,10,,62,,,10,32,1786
NCT02288247,Phase 3,01/12/2014,Actual,enzalutamide,"A Randomized, Double Blind, Placebo-Controlled, Phase IIIb Study of the Efficacy and Safety of Continuing Enzalutamide in Chemotherapy Naïve Metastatic Castration Resistant Prostate Cancer Patients Treated With Docetaxel Plus Prednisolone Who Have Progressed on Enzalutamide Alone",A Study to Assess the Benefit of Treatment Beyond Progression With Enzalutamide in Men Who Are Starting Treatment With Docetaxel After Worsening of Their Prostate Cancer When Taking Enzalutamide Alone,,,5,,,,,1,,681
NCT02294461,Phase 3,23/04/2014,Actual,enzalutamide,"Asian Multinational Phase 3, Randomized, Double-Blind, Placebo-Controlled Efficacy and Safety Study of Oral Enzalutamide in Chemotherapy Naïve Subjects With Progressive Metastatic Prostate Cancer Who Have Failed Androgen Deprivation Therapy",An Asian Study to Evaluate Efficacy and Safety of Oral Enzalutamide in Progressive Metastatic Prostate Cancer Participants,0,790,0,0,,,0,,0,0
NCT02309515,Phase 2,11/06/2015,Actual,lenalidomide,"Impact of Short Term Lenalidomide on Immune Response to Prevnar 13® in Individuals With Chronic Lymphocytic Leukemia (CLL), Small Lymphocytic Leukemia (SLL), and Monoclonal B Cell Lymphocytosis (MBL)","Lenalidomide in Improving Immune Response to Vaccine Therapy in Patients With Chronic Lymphocytic Leukemia, Small Lymphocytic Lymphoma, or Monoclonal B Cell Lymphocytosis",0,0,2,0,0,,0,,0,46
NCT02318784,Phase 2,15/07/2015,Actual,carfilzomib,Phase II Study of Carfilzomib for the Treatment of Patients With Advanced Neuroendocrine Cancers,Carfilzomib for the Treatment of Patients With Advanced Neuroendocrine Cancers,0,0,8,0,,,0,,0,54
NCT02322320,Phase 3,31/03/2015,Actual,lenalidomide,"Continued, Long-Term Follow-Up and Lenalidomide Maintenance Therapy for Patients on BMT CTN 0702 Protocol (BMT CTN #07LT)","Continued, Long-Term Follow-Up and Lenalidomide Maintenance Therapy for Patients on BMT CTN 0702 Protocol (BMT CTN 07LT)",,,,,36,,,,26,484
