nct_id,phase,start_date,enrollment_type,name,official_title,brief_title,American Indian/ Alaska Native,Asian/ Asian Heritage,Black/ Black Heritage,Hawaiian/ Other Pacific Islander,Hispanic/ Latino,Middle Eastern,Mixed,Other,Unknown or Not Reported,White/ White Heritage
NCT02923531,Phase 1/Phase 2,07/12/2016,Actual,nivolumab,A Phase 1B/2A Trial Adding X4P-001 in Patients Receiving Nivolumab for Treatment of Advanced Clear Cell Renal Cell Carcinoma,Addition of X4P-001 to Nivolumab Treatment in Participants With Renal Cell Carcinoma,0,0,0,0,0,,0,8,1,9
NCT02924883,Phase 2,26/09/2016,Actual,atezolizumab,"A Randomized, Multicenter, Double-Blind, Placebo-Controlled Phase II Study of the Efficacy and Safety of Trastuzumab Emtansine in Combination With Atezolizumab or Atezolizumab-Placebo in Patients With HER2-Positive Locally Advanced or Metastatic Breast Cancer Who Have Received Prior Trastuzumab and Taxane Based Therapy",A Study to Evaluate the Efficacy and Safety of Trastuzumab Emtansine in Combination With Atezolizumab or Atezolizumab-Placebo in Participants With Human Epidermal Growth Factor-2 (HER2) Positive Locally Advanced or Metastatic Breast Cancer (BC) Who Received Prior Trastuzumab and Taxane Based Therapy,0,144,12,2,22,,2,360,34,232
NCT02926833,Phase 1/Phase 2,29/09/2016,Actual,atezolizumab,A Phase 1-2 Multi-Center Study Evaluating the Safety and Efficacy of KTE-C19 in Combination With Atezolizumab in Subjects With Refractory Diffuse Large B-Cell Lymphoma (DLBCL),Safety and Efficacy of KTE-C19 in Combination With Atezolizumab in Adults With Refractory Diffuse Large B-Cell Lymphoma (DLBCL),,10,,,6,,,62,2,56
NCT02927925,Phase 2,14/02/2017,Actual,daratumumab,"An Open Label, Phase 2 Study to Assess the Clinical Efficacy and Safety of Daratumumab in Patients With Relapsed or Refractory Natural Killer/T-Cell Lymphoma, Nasal Type","A Study to Assess the Clinical Efficacy and Safety of Daratumumab in Participants With Relapsed or Refractory Natural Killer/T-Cell Lymphoma (NKTCL), Nasal Type",0,32,0,0,0,,0,32,0,0
NCT02933944,Phase 1,30/09/2016,Actual,pembrolizumab,A Non-Randomised Open-Label Phase Ib Exploratory Study of TG02-treatment as Monotherapy or in Combination With Pembrolizumab to Assess Safety and Immune Activation in Patients With Locally Advanced Primary and Recurrent Oncogenic RAS Exon 2 Mutant Colorectal Cancer,Exploratory Study of TG02-treatment as Monotherapy or in Combination With Pembrolizumab to Assess Safety and Immune Activation in Patients With Locally Advanced Primary and Recurrent Oncogenic RAS Exon 2 Mutant Colorectal Cancer,0,1,0,0,,,0,,0,5
NCT02934503,Phase 2,23/01/2017,Actual,pembrolizumab,A Phase II Study of Pembrolizumab and Dynamic PD-L1 Expression in Extensive Stage Small Cell Lung Cancer (SCLC),Study of Pembrolizumab and Chemotherapy With or Without Radiation in Small Cell Lung Cancer (SCLC),0,0,0,0,0,,0,5,0,5
NCT02939300,Phase 2,15/02/2018,Actual,nivolumab,Phase II Trial of Ipilimumab and Nivolumab in Leptomeningeal Metastases,Ipilimumab and Nivolumab in Leptomeningeal Metastases,0,2,0,0,,,0,,2,14
NCT02939651,Phase 2,26/10/2016,Actual,pembrolizumab,"A Phase 2, Open-label Study of Pembrolizumab Monotherapy in Patients With Metastatic High Grade Neuroendocrine Tumors",A Study of Pembrolizumab in Patients With Neuroendocrine Tumors,,,,,3,,,18,0,
NCT02944565,Phase 2,22/02/2017,Actual,daratumumab,Daratumumab Infusion Acceleration,Daratumumab in Treating Patients With Multiple Myeloma,0,0,3,0,,,0,,1,24
NCT02949219,Phase 2,24/03/2017,Actual,pembrolizumab,A Multicenter Phase II Study of Pembrolizumab (MK-3475) in Patients With Advanced Small Bowel Adenocarcinomas,Pembrolizumab in Treating Patients With Small Bowel Adenocarcinoma That is Metastatic or Locally Advanced and Cannot Be Removed by Surgery,0,0,7,0,,,0,,3,30
NCT02951156,Phase 3,16/12/2016,Actual,avelumab,"PHASE 1B/PHASE 3 MULTICENTER STUDY OF AVELUMAB (MSB0010718C) IN COMBINATION REGIMENS THAT INCLUDE AN IMMUNE AGONIST, EPIGENETIC MODULATOR, CD20 ANTAGONIST AND/OR CONVENTIONAL CHEMOTHERAPY IN PATIENTS WITH RELAPSED OR REFRACTORY DIFFUSE LARGE B-CELL LYMPHOMA (DLBCL) JAVELIN DLBCL","Avelumab In Combination Regimens That Include An Immune Agonist, Epigenetic Modulator, CD20 Antagonist and/or Conventional Chemotherapy in Patients With Relapsed or Refractory Diffuse Large B-cell Lymphoma (R/R DLBCL)",,,,,2,,,56,4,54
NCT02951819,Phase 2,09/11/2016,Actual,daratumumab,"Daratumumab Plus Cyclophosphamide, Bortezomib and Dexamethasone (Dara-CyBorD) in Previously Untreated and Relapsed Subjects With Multiple Myeloma",A Study to Evaluate Dara-CyBorD in Previously Untreated and Relapsed Subjects With Multiple Myeloma,0,4,22,0,10,,0,182,20,162
NCT02952586,Phase 3,28/11/2016,Actual,avelumab,A RANDOMIZED DOUBLE-BLIND PHASE 3 STUDY OF AVELUMAB IN COMBINATION WITH STANDARD OF CARE CHEMORADIOTHERAPY (CISPLATIN PLUS DEFINITIVE RADIATION THERAPY) VERSUS STANDARD OF CARE CHEMORADIOTHERAPY IN THE FRONT-LINE TREATMENT OF PATIENTS WITH LOCALLY ADVANCED SQUAMOUS CELL CARCINOMA OF THE HEAD AND NECK,Study To Compare Avelumab In Combination With Standard of Care Chemoradiotherapy (SoC CRT) Versus SoC CRT for Definitive Treatment In Patients With Locally Advanced Squamous Cell Carcinoma Of The Head And Neck (JAVELIN HEAD AND NECK 100),2,376,38,2,42,,,1318,104,906
NCT02953457,Phase 2,29/06/2017,Actual,durvalumab,"A Phase I/II Evaluation of Olaparib in Combination With Durvalumab (Medi4736) and Tremelimumab in the Treatment of Recurrent Platinum Sensitive or Resistant or Refractory Epithelial Ovarian, Fallopian Tube, or Primary Peritoneal Cancer in Patients Who Carry a BRCA1 or BRCA2 Mutation","Olaparib, Durvalumab, and Tremelimumab in Treating Patients With Recurrent or Refractory Ovarian, Fallopian Tube or Primary Peritoneal Cancer With BRCA1 or BRCA2 Mutation",0,0,0,0,,,0,,4,156
NCT02953561,Phase 1/Phase 2,20/02/2017,Actual,avelumab,An Open-Label Phase Ib/II Study of Avelumab in Combination With 5-Azacytidine (Vidaza) for the Treatment of Patients With Refractory/Relapsed Acute Myeloid Leukemia,Avelumab and Azacitidine in Treating Patients With Refractory or Relapsed Acute Myeloid Leukemia,0,0,3,0,,,0,,1,15
NCT02954536,Phase 2,03/11/2016,Actual,pembrolizumab,"Phase II Trial of Pembrolizumab in Combination With Trastuzumab, Fluoropyrimidine, and Platinum Chemotherapy in First Line Stage IV HER2-positive Metastatic Esophagogastric (EG) Cancer",Phase II Trial of Pembrolizumab With Trastuzumab and Chemotherapy in Advanced HER2 Positive Esophagogastric (EG) Cancer,0,2,3,0,1,,0,36,0,32
NCT02959437,Phase 1/Phase 2,27/02/2017,Actual,pembrolizumab,"A Phase 1/2 Study Exploring the Safety, Tolerability, Effect on the Tumor Microenvironment, and Efficacy of Azacitidine in Combination With Pembrolizumab and Epacadostat in Subjects With Advanced Solid Tumors and Previously Treated Stage IIIB or Stage IV Non-Small Cell Lung Cancer and Stage IV Microsatellite-Stable Colorectal Cancer (ECHO-206)",Azacitidine Combined With Pembrolizumab and Epacadostat in Subjects With Advanced Solid Tumors (ECHO-206),,,,,12,,,120,8,
NCT02960854,Phase 1,07/12/2016,Actual,nivolumab,"Randomized, Double-Blind, Parallel Group Study to Evaluate the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of BMS-936558 (Nivolumab) in Participants With Severe Sepsis or Septic Shock.",A Study of Nivolumab Safety and Pharmacokinetics in Patients With Severe Sepsis or Septic Shock.,0,0,12,0,6,,0,56,4,46
NCT02963090,Phase 2,20/05/2017,Actual,pembrolizumab,A Randomized Phase II Study Evaluating Pembrolizumab vs Topotecan in the Second-Line Treatment of Patients With Small Cell Lung Cancer,Pembrolizumab vs Topotecan in Patients With Small Cell Lung Cancer,0,0,2,0,0,,0,18,0,16
NCT02963831,Phase 1/Phase 2,07/09/2017,Actual,durvalumab,"A Phase 1/2 Dose Escalation Study With Expansion Cohorts to Investigate the Safety, Biologic and Anti-tumor Activity of ONCOS-102 in Combination With Durvalumab in Subjects With Advanced Peritoneal Malignancies",A Study to Investigate ONCOS-102 in Combination With Durvalumab in Subjects With Advanced Peritoneal Malignancies,0,6,8,0,14,,0,108,12,108
NCT02964078,Phase 2,25/04/2017,Actual,pembrolizumab,"Coordinated High Dose Interleukin-2 (Aldesleukin, Proleukin���) and Pembrolizumab (Anti-PD1, Keytruda���) for Therapy of Metastatic Kidney Cancer",Interleukin-2 and Pembrolizumab for Metastatic Kidney Cancer,0,1,0,0,2,,0,25,1,25
NCT02967133,Phase 2,31/12/2016,Actual,nivolumab,"Nivolumab With or Without Nab-Paclitaxel in Previously Treated, Advanced Stage, Non-small Cell Lung Cancer: A Randomized Phase II Study",A Study of Nivolumab +/- Nab-paclitaxel in Non-small Cell Lung Cancer,0,0,2,0,0,,0,14,0,12
NCT02968940,Phase 2,17/03/2017,Actual,avelumab,"A Phase II, Open-label, Single Arm, Multicenter Study of Avelumab With Hypofractionated Radiation in Adult Subjects With Transformed IDH Mutant Glioblastoma",Avelumab With Hypofractionated Radiation Therapy in Adults With Isocitrate Dehydrogenase (IDH) Mutant Glioblastoma,0,0,0,0,2,,0,4,1,5
NCT02981524,Phase 2,26/05/2017,Actual,pembrolizumab,A Phase 2 Study of GVAX Colon Vaccine (With Cyclophosphamide) and Pembrolizumab in Patients With Mismatch Repair-Proficient (MMR-p) Advanced Colorectal Cancer,Study of GVAX (With CY) and Pembrolizumab in MMR-p Advanced Colorectal Cancer,0,1,3,0,1,,0,16,0,13
NCT02982720,Phase 2,05/07/2017,Actual,pembrolizumab,A Phase II Multi-center Study Evaluating Combination Immunotherapy for Advanced Cholangiocarcinoma With Pembrolizumab and Sylatron (Peginterferon Alfa-2b) HCRN:GI16-263,Evaluating Combination Immunotherapy for Advanced Cholangiocarcinoma With Pembrolizumab and PEG-Intron,0,0,0,0,0,,0,2,5,1
NCT02982954,Phase 4,16/01/2017,Actual,nivolumab,"Phase 3b/4 Safety Trial of Nivolumab Combined With Ipilimumab in Subjects With Previously Untreated, Advanced or Metastatic RCC (CheckMate 920: CHECKpoint Pathway and nivoluMAb Clinical Trial Evaluation 920)",A Study to Evaluate the Safety of Nivolumab and Ipilimumab in Subjects With Previously Untreated Advanced or Metastatic Renal Cell Cancer,2,4,18,0,20,,0,400,12,388
NCT02985957,Phase 2,26/03/2017,Actual,nivolumab,"A Phase 2 Trial of Nivolumab Plus Ipilimumab, Ipilimumab Alone, or Cabazitaxel in Men With Metastatic Castration-Resistant Prostate Cancer","A Study of Nivolumab Plus Ipilimumab, Ipilimumab Alone, or Cabazitaxel in Men With Metastatic Castration-Resistant Prostate Cancer (CheckMate 650)",,,,,6,,,540,156,
NCT02989714,Phase 1/Phase 2,16/03/2017,Actual,nivolumab,"Phase Ib/II Trial of Interleukin-2 and PD-1 Checkpoint Inhibitor, Nivolumab In Metastatic Clear Cell Renal Cell Cancer","Phase Ib/II Trial of Interleukin-2 and PD-1 Checkpoint Inhibitor, Nivolumab In Metastatic Clear Cell Renal Cell Cancer",0,0,2,0,0,,0,13,0,11
NCT02993523,Phase 3,02/02/2017,Actual,venetoclax,"A Randomized, Double-Blind, Placebo Controlled Phase 3 Study of Venetoclax in Combination With Azacitidine Versus Azacitidine in Treatment Na��ve Subjects With Acute Myeloid Leukemia Who Are Ineligible for Standard Induction Therapy",A Study of Venetoclax in Combination With Azacitidine Versus Azacitidine in Treatment Na��ve Participants With Acute Myeloid Leukemia Who Are Ineligible for Standard Induction Therapy,2,218,12,0,,,0,,0,654
NCT02996110,Phase 2,02/02/2017,Actual,nivolumab,"A Phase 2, Real-time Assessment of Combination Therapies in Immuno-Oncology Study in Participants With Advanced Renal Cell Carcinoma (FRACTION-RCC)",A Study to Test Combination Treatments in People With Advanced Renal Cell Carcinoma,,,,,16,,,224,124,
NCT02996474,Phase 1/Phase 2,16/12/2016,Actual,pembrolizumab,Pembrolizumab and Decitabine for Refractory or Relapsed Acute Myeloid Leukemia,Pembrolizumab and Decitabine for Refractory or Relapsed Acute Myeloid Leukemia,0,1,3,0,0,,0,10,0,6
NCT02998528,Phase 3,04/03/2017,Actual,nivolumab,"Randomized, OpenLabel, Phase 3 Trial of Nivolumab Plus Ipilimumab or Nivolumab Plus Platinum Doublet Chemotherapy Versus Platinum Doublet Chemotherapy in Early Stage NSCLC",A Neoadjuvant Study of Nivolumab Plus Ipilimumab or Nivolumab Plus Chemotherapy Versus Chemotherapy Alone in Early Stage Non-Small Cell Lung Cancer (NSCLC),0,446,26,0,14,,0,516,496,522
NCT03000179,Phase 2,03/03/2017,Actual,avelumab,Pilot Study to Investigate the Safety and Efficacy of Avelumab Monotherapy in Patients With Advanced or Metastatic Adenocarcinoma of the Small Intestine,Safety and Efficacy of Avelumab in Small Intestinal Adenocarcinoma,0,0,0,0,0,,0,7,1,8
NCT03000452,Phase 2,14/03/2017,Actual,daratumumab,"MEDI4736-MM-005 (FUSION MM-005): A Phase 2, Multicenter, Single-Arm, Study to Determine the Efficacy for the Combination of Durvalumab (DURVA) Plus Daratumumab (DARA) (D2) in Subjects With Relapsed and Refractory Multiple Myeloma (RRMM) That Have Progressed While on Current Treatment Regimen Containing Daratumumab.",A Study to Determine the Efficacy of the Combination of Daratumumab (DARA) Plus Durvalumab (DURVA) (D2) in Subjects With Relapsed and Refractory Multiple Myeloma (RRMM),0,0,1,,,,,,2,15
NCT03003520,Phase 2,28/02/2017,Actual,durvalumab,"A Phase 2, Open-label, Multicenter Study to Evaluate the Safety and Clinical Activity of Durvalumab in Combination With Rituximab, Cyclophosphamide, Doxorubicin, Vincristine, Prednisone (R-CHOP) or With Lenalidomide Plus R-CHOP (R2-CHOP) in Subjects With Previously Untreated, High-Risk Diffuse Large B-Cell Lymphoma",A Study of Durvalumab in Combination With R-CHOP or Lenalidomide Plus R-CHOP in Previously Untreated High-Risk Diffuse Large B-Cell Lymphoma,0,0,0,0,0,,,94,0,90
NCT03003676,Phase 1,31/12/2016,Actual,pembrolizumab,"A Pilot Study of Sequential ONCOS-102, an Engineered Oncolytic Adenovirus Expressing GMCSF, and Pembrolizumab in Patients With Advanced or Unresectable Melanoma Progressing After PD1 Blockade","A Pilot Study of Sequential ONCOS-102, an Engineered Oncolytic Adenovirus Expressing GMCSF, and Pembrolizumab in Patients With Advanced or Unresectable Melanoma Progressing After Programmed Cell Death Protein 1 (PD1) Blockade",0,2,2,0,,,0,,0,38
NCT03004183,Phase 2,01/07/2017,Actual,pembrolizumab,Phase II Window of Opportunity Trial of Stereotactic Body Radiation Therapy and In Situ Oncolytic Virus Therapy in Metastatic Triple Negative Breast Cancer and Metastatic Non-Small Cell Lung Cancer Followed by Pembrolizumab,SBRT and Oncolytic Virus Therapy Before Pembrolizumab for Metastatic TNBC and NSCLC,0,12,18,0,8,,0,104,0,82
NCT03006848,Phase 2,16/02/2017,Actual,avelumab,"A Phase II Trial of Avelumab, A Fully Human Antibody That Targets Cells Expressing PD-L1, in Patients With Recurrent or Progressive Osteosarcoma",A Phase II Trial of Avelumab in Patients With Recurrent or Progressive Osteosarcoma,,,2,,,,,,2,14
NCT03006887,Phase 1,12/01/2017,Actual,pembrolizumab,An Open-Label Phase 1b Trial of Lenvatinib Plus Pembrolizumab in Subjects With Selected Solid Tumors,Phase 1b Trial of Lenvatinib Plus Pembrolizumab in Participants With Selected Solid Tumors,0,6,0,0,0,,0,6,0,0
NCT03006926,Phase 1,13/02/2017,Actual,lenvatinib,An Open-Label Phase 1b Trial of Lenvatinib Plus Pembrolizumab in Subjects With Hepatocellular Carcinoma,A Trial of Lenvatinib Plus Pembrolizumab in Participants With Hepatocellular Carcinoma,0,64,4,0,6,,0,168,72,102
NCT03008369,Phase 2,31/05/2017,Actual,lenvatinib,Phase II Trial of Lenvatinib in Metastatic or Advanced Pheochromocytoma and Paraganglioma,Lenvatinib in Treating Patients With Metastatic or Advanced Pheochromocytoma or Paraganglioma That Cannot Be Removed by Surgery,,,,,0,,,3,0,
NCT03011034,Phase 2,14/02/2017,Actual,daratumumab,A Phase 2 Proof-of-Concept Study to Separately Evaluate the Activity of Talacotuzumab (JNJ-56022473) or Daratumumab in Transfusion-Dependent Subjects With Low or Intermediate-1 Risk Myelodysplastic Syndromes (MDS) Who Are Relapsed or Refractory to Erythropoiesis-Stimulating Agent (ESA) Treatment,Study to Separately Evaluate the Activity of Talacotuzumab (JNJ-56022473) or Daratumumab in Transfusion-Dependent Participants With Low or Intermediate-1 Risk Myelodysplastic Syndromes (MDS) Who Are Relapsed or Refractory to Erythropoiesis-Stimulating Agent (ESA) Treatment,,,,,8,,,56,4,
NCT03016312,Phase 3,10/01/2017,Actual,atezolizumab,"A Phase III, Multicenter, Randomized Study of Atezolizumab (Anti-PD-L1 Antibody) in Combination With Enzalutamide Versus Enzalutamide Alone in Patients With Metastatic Castration-Resistant Prostate Cancer After Failure of an Androgen Synthesis Inhibitor and Failure of, Ineligibility for, or Refusal of a Taxane Regimen","A Study of Atezolizumab (Anti-PD-L1 Antibody) in Combination With Enzalutamide in Participants With Metastatic Castration-Resistant Prostrate Cancer (mCRPC) After Failure of an Androgen Synthesis Inhibitor And Failure of, Ineligibility For, or Refusal of a Taxane Regimen",2,272,30,2,58,,4,1388,174,1154
NCT03018080,Phase 2,12/06/2017,Actual,pembrolizumab,LCI-BRE-H2N-PEPP-001: A Pilot Study of Paclitaxel Plus Pembrolizumab in Patients With Metastatic HER2-Negative Breast Cancer (The PePPy Trial),Pilot Study of Paclitaxel Plus Pembrolizumab in Metastatic HER2-Negative Breast Cancer,0,2,20,0,0,,0,74,6,58
NCT03019588,Phase 3,16/02/2017,Actual,pembrolizumab,"A Phase III, Randomized, Open-label Clinical Trial of Pembrolizumab (MK-3475) Versus Paclitaxel in Asian Subjects With Advanced Gastric or Gastroesophageal Junction Adenocarcinoma Who Progressed After First-Line Therapy With Platinum and Fluoropyrimidine",Efficacy and Safety Study of Pembrolizumab (MK-3475) Versus Paclitaxel in Asian Participants With Advanced Gastric or Gastroesophageal Junction Adenocarcinoma Who Progressed After First-line Therapy With Platinum and Fluoropyrimidine (MK-3475-063/KEYNOTE-063),0,188,0,0,0,,0,188,0,0
NCT03023423,Phase 1/Phase 2,23/12/2016,Actual,daratumumab,"A Phase 1b/2, Open-Label, Randomized Study of Daratumumab Administered in Combination With Atezolizumab Compared With Atezolizumab Alone in Subjects With Previously Treated Advanced or Metastatic Non-Small Cell Lung Cancer",A Study of Daratumumab in Combination With Atezolizumab Compared With Atezolizumab Alone in Participants With Previously Treated Advanced or Metastatic Non-Small Cell Lung Cancer,0,0,0,0,2,,0,166,62,166
NCT03025880,Phase 2,28/06/2017,Actual,pembrolizumab,"A Multicenter Phase II Trial to Evaluate the Efficacy and Safety of Pembrolizumab and Gemcitabine in Patients With HER2-negative Advanced Breast Cancer (ABC) ""PANGEA-Breast""",Trial to Evaluate Efficacy and Safety of Pembrolizumab and Gemcitabine in HER2-negative ABC,0,0,0,0,,,0,,0,72
NCT03026166,Phase 1/Phase 2,30/03/2017,Actual,nivolumab,A Phase 1/2 Study on the Safety of Rovalpituzumab Tesirine Administered in Combination With Nivolumab or Nivolumab and Ipilimumab for Adults With Extensive-Stage Small Cell Lung Cancer,A Study of Rovalpituzumab Tesirine Administered in Combination With Nivolumab and With or Without Ipilimumab for Adults With Extensive-Stage Small Cell Lung Cancer,,,4,,4,,,78,4,78
NCT03029598,Phase 1/Phase 2,14/03/2017,Actual,pembrolizumab,"Anti-PD-1 Therapy in Combination With Platinum Chemotherapy for Platinum Resistant Ovarian, Fallopian Tube, and Primary Peritoneal Cancer","Pembrolizumab and Carboplatin in Treating Patients With Relapsed or Refractory Ovarian, Fallopian Tube, or Primary Peritoneal Cancer",0,1,0,0,0,,0,29,0,28
NCT03029832,Phase 2,27/04/2017,Actual,atezolizumab,"A Phase II, Multicenter, Randomized, Placebo-Controlled, Double-Blind Study of MOXR0916 in Combination With Atezolizumab Versus Atezolizumab Alone in Patients With Untreated Locally Advanced or Metastatic Urothelial Carcinoma Who Are Ineligible for Cisplatin-Based Therapy",A Study of MOXR0916 in Combination With Atezolizumab Versus Atezolizumab Alone in Participants With Untreated Locally Advanced or Metastatic Urothelial Carcinoma Who Are Ineligible for Cisplatin-Based Therapy,0,0,0,0,,,0,,0,10
NCT03038100,Phase 3,08/03/2017,Actual,atezolizumab,"A Phase III, Multicenter, Randomized, Study of Atezolizumab Versus Placebo Administered in Combination With Paclitaxel, Carboplatin, and Bevacizumab to Patients With Newly-Diagnosed Stage III or Stage IV Ovarian, Fallopian Tube, or Primary Peritoneal Cancer","A Study of Atezolizumab Versus Placebo in Combination With Paclitaxel, Carboplatin, and Bevacizumab in Participants With Newly-Diagnosed Stage III or Stage IV Ovarian, Fallopian Tube, or Primary Peritoneal Cancer",22,610,42,4,154,,0,2374,148,1850
NCT03041181,Phase 2,27/01/2017,Actual,nivolumab,Randomized Phase II Trial of Single Agent Chemotherapy Plus Nivolumab or Single Agent Chemotherapy Alone in Patients With Advanced Squamous or Non-squamous NSCLC With Primary Resistance to Prior PD-1 or PDL-1 Inhibitor,Single Agent Chemotherapy +/- Nivolumab in Patients With Advanced Squamous or Non-squamous NSCLC With Primary Resistance to Prior PD-1 or PDL-1 Inhibitor,0,0,2,0,0,,0,6,0,4
NCT03043599,Phase 1/Phase 2,13/02/2017,Actual,nivolumab,Consolidative Ipilimumab and Nivolumab With Thoracic Radiotherapy After Platinum Based Chemotherapy for Patients With Extensive-Stage Small Cell Lung Cancer,Ipilimumab + Nivolumab w/Thoracic Radiotherapy for Extensive-Stage Small Cell Lung Cancer,0,1,0,0,0,,0,20,2,19
NCT03043664,Phase 1/Phase 2,01/07/2017,Actual,pembrolizumab,Phase Ib/II Study of Pembrolizumab With Lanreotide Depot for Gastroenteropancreatic Neuroendocrine Tumors,Study of Pembrolizumab With Lanreotide Depot for Gastroenteropancreatic Neuroendocrine Tumors,0,1,7,0,0,,0,19,8,9
NCT03043872,Phase 3,27/03/2017,Actual,durvalumab,"A Phase III, Randomized, Multicenter,Open-Label, Comparative Study to Determine the Efficacy of Durvalumab or Durvalumab and Tremelimumab in Combination With Platinum-Based Chemotherapy for the First-Line Treatment in Patients With Extensive Disease Small-Cell Lung Cancer (SCLC) (CASPIAN)",Durvalumab �� Tremelimumab in Combination With Platinum Based Chemotherapy in Untreated Extensive-Stage Small Cell Lung Cancer (CASPIAN),,1240,24,,92,,,3876,28,2660
NCT03044730,Phase 2,25/05/2017,Actual,pembrolizumab,Phase II Study of Pembrolizumab and Capecitabine for Advanced Triple Negative and Hormone-Refractory Breast Cancer,Pembrolizumab and Capecitabine in Treating Patients With Locally Advanced or Metastatic Triple Negative or Hormone-Refractory Breast Cancer That Cannot Be Removed by Surgery,0,0,3,0,1,,0,28,3,25
NCT03045328,Phase 2,26/09/2017,Actual,venetoclax,An Open Label Phase 2 Trial of Venetoclax With Ibrutinib in Relapsed or Refractory Chronic Lymphocytic Leukemia and Small Lymphocytic Lymphoma,Venetoclax and Ibrutinib in Patients With Relapsed/Refractory CLL or SLL,0,0,2,0,0,,1,22,0,19
NCT03048500,Phase 2,12/07/2017,Actual,nivolumab,Parallel Proof of Concept Phase 2 Study of Nivolumab and Metformin Combination Treatment in Advanced Non-small Cell Lung Cancer With and Without Prior Treatment With PD-1/PD-L1 Inhibitors,Nivolumab and Metformin Hydrochloride in Treating Patients With Stage III-IV Non-small Cell Lung Cancer That Cannot Be Removed by Surgery,0,1,3,0,0,,0,16,2,12
NCT03050060,Phase 2,09/06/2017,Actual,nivolumab,"ImmunoRad: Stratified Phase II Trial of Image Guided Hypofractionated Radiotherapy With Concurrent Nelfinavir and Immunotherapy in Advanced Melanoma, Lung Cancer, and Renal Cell Carcinoma","Image Guided Hypofractionated Radiation Therapy, Nelfinavir Mesylate, Pembrolizumab, Nivolumab and Atezolizumab in Treating Patients With Advanced Melanoma, Lung, or Kidney Cancer",0,2,2,0,3,,0,16,2,15
NCT03050814,Phase 2,05/04/2017,Actual,avelumab,A Randomized Phase II Trial of Standard of Care Alone or in Combination With Ad-CEA Vaccine and Avelumab in Patients With Previously Untreated Metastatic or Unresectable Colorectal Cancer,Standard of Care Alone or in Combination With Ad-CEA Vaccine and Avelumab in People With Previously Untreated Metastatic Colorectal Cancer QUILT-2.004,0,0,14,0,2,,0,56,4,44
NCT03051672,Phase 2,22/05/2017,Actual,pembrolizumab,A Phase II Study Of Pembrolizumab In Combination With Palliative Radiotherapy For Metastatic Hormone Receptor Positive Breast Cancer,Phase II PEMBROLIZUMAB + PALLIATIVE RADIOTHERAPY IN BC,0,0,0,0,0,,0,8,0,8
NCT03056001,Phase 2,01/05/2017,Actual,pembrolizumab,"A Pilot Study Evaluating the Safety, Tolerability, and Efficacy of Doxorubicin and Pembrolizumab in Patients With Metastatic or Unresectable Soft Tissue Sarcoma","Safety, Tolerability, and Efficacy of Doxorubicin and Pembrolizumab for Sarcoma",0,0,4,0,3,,0,26,4,23
NCT03057106,Phase 2,15/02/2017,Actual,durvalumab,A Randomized Trial of Durvalumab and Tremelimumab �� Platinum-Based Chemotherapy in Patients With Metastatic (Stage IV) Squamous or Non-Squamous Non-Small Cell Lung Cancer (NSCLC),Durvalumab and Tremelimumab �� Platinum-Based Chemotherapy in Patients With Metastatic Squamous or Non-Squamous NSCLC,4,26,8,2,,,0,,10,552
NCT03057613,Phase 2,10/05/2017,Actual,pembrolizumab,A Phase II Study of the Addition of Pembrolizumab to Postoperative Radiotherapy in Resected High Risk Cutaneous Squamous Cell Cancer of the Head and Neck,The Addition of Pembrolizumab to Postoperative Radiotherapy in Cutaneous Squamous Cell Cancer of the Head and Neck,0,0,0,0,0,,0,18,0,18
NCT03057795,Phase 2,03/04/2017,Actual,nivolumab,A Phase 2 Study of Nivolumab and Brentuximab Vedotin Consolidation After Autologous Stem Cell Transplantation in Patients With High-Risk Classical Hodgkin Lymphoma,Nivolumab & Brentuximab Vedotin Consolidation After Autologous SCT in Patients With High-Risk Classical Hodgkin Lymphoma,,,,,17,,,39,3,
NCT03061188,Phase 1,23/05/2017,Actual,nivolumab,Phase I/Ib Study of Nivolumab and Veliparib in Patients With Advanced Solid Tumors and Lymphoma With and Without Alterations in Selected DNA Repair Genes,Nivolumab and Veliparib in Treating Patients With Recurrent or Refractory Stage IV Solid Tumors That Cannot Be Removed by Surgery or Lymphoma With or Without Alterations in DNA Repair Genes,0,6,0,0,2,,0,28,0,24
NCT03062358,Phase 3,27/04/2017,Actual,pembrolizumab,A Phase III Randomized Double-blind Study of Pembrolizumab Plus Best Supportive Care vs. Placebo Plus Best Supportive Care as Second-Line Therapy in Asian Subjects With Previously Systemically Treated Advanced Hepatocellular Carcinoma (KEYNOTE-394),Study of Pembrolizumab (MK-3475) or Placebo Given With Best Supportive Care in Asian Participants With Previously Treated Advanced Hepatocellular Carcinoma (MK-3475-394/KEYNOTE-394),0,906,0,0,0,,0,906,0,0
NCT03063632,Phase 2,13/10/2017,Actual,pembrolizumab,A Phase II Trial of MK-3475 (Pembrolizumab) and Interferon Gamma 1-b Combination Immunotherapy in Patients With Previously Treated Mycosis Fungoides and Sezary Syndrome (Treatment Group 1) and in Patients With Advanced Synovial Sarcoma (Treatment Group 2),Testing the Combination of Two Experimental Drugs MK-3475 (Pembrolizumab) and Interferon-gamma for the Treatment of Mycosis Fungoides and S��zary Syndrome and Advanced Synovial Sarcoma,0,0,8,0,,,0,,0,48
